doc_idx,rewrite
10,Awards won at the Olympic Games
7,Payment transaction event
8,Creating or manufacturing something
2,Political organization
3,Personal relationship
0,A person's job or profession.
4,Start of a political position
19,a public political gathering
17,Increase to Honda power
14,End of life event
15,A wedding ceremony
16,A marital union between two individuals.
24,Movement
23,Personnel position
21,winning a gold medal
18,Political election event
5,A musical concert event
22,Music group formation
12,Last stand against power
25,Military service
26,rising train fares
27,starting a preparatory school
9,Snowboarding competition
6,Winning a silver medal
28,A personal relationship.
29,Movement of goods to a destination
32,A person's occupation
30,A person's military occupation
31,A prestigious marriage alliance.
34,Marriage
1,Personnel start position
36,Military facility establishment
35,Personnel start position
40,Supply provision event
42,Being married
37,Personal relationship
38,Winning a sports award
43,Personnel change
44,Being a next-door neighbor
45,Graduation
41,The act of asking for something
39,Type of event: profession
46,Returning from a location
47,Construction of educational facilities
49,a state's control of a territory
48,taking over a position
50,Statement
51,Military order
52,Leading military forces
11,Title or position
13,Job title or position
54,Employment
57,Person winning a competition
53,Winning a medal in a sports competition.
55,Role in an organization
58,Personnel change
62,Personnel start position
63,Marriage event
60,Marriage
61,it denotes an emotional event
59,A person teaching or guiding a student.
66,Gaining or maintaining authority over a territory
68,Employment
69,searching for a lead singer
74,Personal relationship
64,The perpetrator of a killing
67,Winning a sports award
75,a person's profession or occupation
70,Winning a sports medal
81,Educational activity
80,Person role
79,Person's profession or occupation
84,A familial relationship event
86,Marriage
83,a person's profession
76,Organization or group of people
85,Employment event
56,A wedding ceremony
87,Educational institution attendance
88,Educational achievement
89,Starting military duty
90,Acquiring a rangemaster cooker
77,Marriage
78,Creative output
92,Employment or job position
94,a person's profession
93,a person's job title
95,Winning a sports award
97,Being married
96,a person's occupation
100,Job title
98,Movement
99,Winning a sports competition
101,winning a sports competition award
103,Staying at a location
102,Education event
104,winning a gold medal
108,Graduation
110,Movement
112,A marriage event.
111,Founding of a music group
114,Sports coaching job title
113,Criminal offense
115,Role or position
116,Graduation event
82,Employment or professional activity
118,Person's profession
119,Assuming a position of military authority
121,Sports competition outcome
117,Financial loss event
105,An educational institution
107,Defeat in a sports game
122,Extramarital relationship
124,Extramarital relationship
123,a person's profession
125,A political event.
127,A diplomatic trip
109,Music directorship
120,film release
126,An educational institution
133,Start of a political position
131,Spousal relationship
132,Living in a place
135,Cultural activity
136,Employment position
134,earliest work of Jack Kirby
137,Political meeting
139,Personnel start position
141,A person's profession or occupation
142,Returning a product
138,Winning a medal
140,Military leadership
143,Executive order issuance
144,Education
145,Marriage engagement
146,Spousal relationship
147,Movement of military forces
149,A person's job title or role
150,A band's musical influence.
151,Employment action
152,Life event
154,Victory
153,Commercial transaction event
156,Personal relationship
155,Personnel start position
157,A live music performance.
148,Graduation
73,Musical performance event
106,reconstruction of a room
71,Creating or crafting an object
72,Employment or professional collaboration
163,A person's occupation
159,A political campaign gathering
161,educational institution attendance
162,Person directing a film
168,A movie release.
165,Start of a position
166,The start of a sports season
169,Winning a medal
167,A person's profession or role
170,Winning a sports award
172,An act of providing information.
171,Marriage
174,Marriage event
130,Winning a sports competition
128,Transportation event
129,A person who plays music.
158,The entity or person sending goods.
177,Person Type
179,Business partnership
175,Personnel change
180,founding of an educational institution
183,Process of acquiring knowledge
185,Person's occupation
184,Voting event
187,Winning a gold medal
188,Release from custody
190,Life event: marriage
181,Personal relationship
186,Movement
178,Starting a military position
191,Illegal border crossing
189,Protesters shouting in celebration.
192,Personal relationship
194,Type of government
193,Marital relationship
195,Job title
196,An act of violence
197,Being a student
198,A reaction to a previous action or statement.
91,a location
65,Person role
20,Person profession
33,Winning a sports award
182,Transportation event
206,Graduation
207,Criminal prosecution event
205,Demonstrators at a park protest
199,demanding action or change
208,A romantic relationship
204,A commercial transaction
201,A person's profession
200,Movement to a location
210,an action
211,A person's profession or occupation
213,Personal relationship
218,A person's occupation
216,a person's profession
217,A person's occupation or role
214,A person's occupation
215,Winning a competition
222,Being a spouse
220,Starting a job
221,Employment or professional role
212,Personnel event
228,Humanitarian funding event
223,Marriage
225,Personnel change event
229,A public demonstration
227,Financial transaction
226,Winning a medal
230,a vampire horror film
232,selling of a major part of a group
233,Movement of people
235,Military leadership assignment
236,graduation completion
173,Educational institutions
202,Music performance event
203,Winning a gold medal
176,Person's military role
238,Job change
237,Graduation from a university
239,starting a job
242,Being a Union Army soldier
241,Person role
245,Competition victory
243,winning a sports medal
240,Movement of a person to a location.
247,Firearm acquisition transaction
234,Release of an electronic music album.
248,A person's profession or occupation
250,Spouse
251,Employment
253,Starting a military command
244,A social union between two people.
249,Educational institution
246,Employment
255,Start of a professional position
257,Personnel:Start:Position
252,A person's profession or occupation
258,Winning a competition
260,Transfer of possession
262,Work denotes a life event.
261,Sports competition award
259,A person's profession
256,The start of a person's name.
266,Financial assistance
267,Military operation
268,Job title or profession
270,Music performance event
269,behavioral study of religion
224,Competition winner
273,Movement of goods
272,Creating something
231,Arriving or assembling
274,Personnel change
271,providers of goods or services
275,a person's job title
278,International competition
277,Winning a medal
276,Personal relationship
280,Winning a medal
281,Public protests against gay marriage legislation
283,Transportation of goods
282,Political entity
279,Employment position
265,Organization leadership position
264,Winning a sports award
285,Product sales
288,Marriage
286,A person's occupation
284,Employment or appointment event.
287,A person's military occupation
254,Educational institution attendance
263,Person's job position
290,Personnel change
293,government legal action
292,a person's profession
297,Financial event
298,Financial loss event
302,Criminal arrest
303,Person's job title
304,First victory in franchise history
209,Life event
296,Screening of a movie
219,Person's title or achievement
306,A handwritten sign.
309,A person's military role
307,Life event
310,Family relationship
312,spending money
313,Criminal abduction event
305,a person's profession
316,A person's profession or occupation
317,Person–Organization relationship
318,transmission of data over cellular networks
300,Movement event
308,Electing a new party chief
301,Communication event
164,Approaching a location
291,Job title or role
160,live album release
294,A diplomatic discussion event
322,Employment position
320,starting employment
321,Person's profession or role
325,British military control
327,A deadly tornado
329,Death of a person
324,Physical assault
328,Person's profession or role
330,a violent attack causing death or injury
326,Statement of opinion
331,Person's profession or role
319,A person's profession
323,a marriage ceremony
334,a person's occupation
333,Change of military command
336,Communication event
335,Winning a competition award
339,Person role
343,Being a student at an educational institution
289,Financial transaction
295,Creation of films
299,Hospitalization event
342,Organization membership
340,Part of a whole
344,Academic achievement
341,Job title or position
337,Personnel-Employment
347,Change of leadership
351,Organizational role
349,Holding a political office
346,Financial transaction event
311,film release or production
332,Expression of confusion or request for clarification
345,Criminal act of killing
338,winning medals
350,Personnel start position
314,A musical performance.
315,Starting a position or role
348,Entertainment production event
355,Business appointment
356,People who play music
362,Movement of a person
363,A statement or communication event
358,Marriage
357,a person's profession
361,a person's job title
359,a homophobic attack
360,a spousal relationship
354,Awarding a gold medal
353,Heavy metal drummer and teacher
352,Statement or declaration
373,Educational status
372,Life event
370,Gaining authority over territory
368,Winning a silver medal
376,Person's profession
369,Movement of people
375,leadership change
378,Statement
377,a job position
386,Request to sit down
379,Movement of military forces
371,Criminal punishment event
389,Movement to a location
364,A violent protest event.
366,a person's profession
367,Personnel-Employment
374,Person's profession or occupation
384,Firearm purchase events
385,Business service event
394,Military leadership
391,Relief of command
395,Winning a sports medal
388,A person who sings.
393,Ceremony
400,Political party affiliation
396,Job title or position
397,An action film release.
392,Employment position
399,Person's profession
398,Financial support event
390,Casting event
380,Military leadership position
365,Person's profession or occupation
407,Sports competition
408,Graduation event
406,A journey to a destination.
401,Professional sports team leadership role
409,A person's job title or role
405,Person role
410,A person's role or occupation
404,Product of creative or intellectual activity
411,Military leadership position
414,Graduation from an educational institution
419,A military leadership action
420,A social media post
421,a person's profession
422,A period of military duty.
413,Execution order
412,Marriage event
418,Military leadership position
417,Being legally accused of an offense
424,Winning a gold medal
425,Sport shooting competition
428,Transfer of military authority
427,Personnel departure
429,A person's profession or occupation
431,A violent criminal act
432,Job title or occupation
435,Organization leadership
433,Business partnership
434,Winning a sports award
426,Movement event
415,Educational institution
438,Education
416,Collaborative partnership
436,Educational institution event
441,A person's occupation
440,Product release
439,Manufacturing products
442,Marriage event
443,The act of asking a question
444,Winning a sports award
445,Winning a sports award
446,a request for military action
448,A person's job role
447,Violent physical confrontation
453,A criminal act of stealing during a disturbance.
449,Professional activity
450,Artistic creation
456,Business and investment leadership role
455,Job title or position
437,A marriage event
458,Criminal activity
430,Personnel-Employment
460,A person living in a specific place.
382,Future event
387,Winning a sports medal
381,Assuming office
383,Personnel change event
465,Personal relationship
464,A marriage ceremony
466,Employment or position
467,A person's past profession
452,Military unit
463,Academic employment position
470,Sports coaching role
471,Being connected to an organization
472,an acting education event
475,Marriage event
473,Employment position
477,Family role
476,A person's job role.
461,Act of studying
459,Occupation
462,A person's occupation or role
474,Person's profession
480,A military campaign for territorial control.
423,Winning a medal
402,Graduation event
403,Product transportation
486,A person's profession or occupation.
487,A person's military occupation
454,A person's occupation
451,Employment activity
469,Winning a gold medal
468,A person's residence or location
457,Business transaction
478,A person's profession or occupation.
488,Marriage
494,Interpersonal relationship
490,Military leadership
491,Social relationship
496,Person role in a band
499,Starting an educational activity
500,Military leadership
493,making a new original game
501,Personal relationship event
502,Person's profession or role
503,Employment position
504,a person's profession
506,Financial transaction
489,a marriage ceremony
507,Marriage
484,Violent attack
481,a personal relationship
509,Humanitarian work
513,Financial transaction
505,Music album release event.
498,Job title or position
479,A command or directive
492,A professional role
483,Type of profession
495,Person role
485,Pursuing academic fields of study.
497,Work denotes a research achievement.
482,Personnel start position
511,A matrimonial event
510,Being a professor
517,Marriage event
515,Military service
516,Being a spouse
519,a person's profession
524,Winning a sports medal
527,a person's profession or occupation
508,Public political discussion event
529,A person's occupation
530,Business entities providing goods or services
532,Winning a medal
533,Electoral event
526,Marriage event
531,Educational institution attended
528,A person's graduation from an educational institution.
536,a commercial transaction
537,Employment or role
538,Product acquisition
